Frequency,Magnitue,Phase
5.90201080170525e+02,-4.89132163182788e+01,1.72978023084506e+02
5.90336994638563e+02,-4.89174867526660e+01,1.72974889859232e+02
5.90472940405667e+02,-4.89217572294289e+01,1.72971756649688e+02
5.90608917479044e+02,-4.89260277486054e+01,1.72968623455843e+02
5.90744925865905e+02,-4.89302983102331e+01,1.72965490277666e+02
5.90880965573460e+02,-4.89345689143499e+01,1.72962357115125e+02
5.91017036608922e+02,-4.89388395609935e+01,1.72959223968188e+02
5.91153138979506e+02,-4.89431102502017e+01,1.72956090836825e+02
5.91289272692426e+02,-4.89473809820124e+01,1.72952957721005e+02
5.91425437754901e+02,-4.89516517564631e+01,1.72949824620696e+02
5.91561634174151e+02,-4.89559225735918e+01,1.72946691535868e+02
5.91697861957396e+02,-4.89601934334362e+01,1.72943558466490e+02
5.91834121111859e+02,-4.89644643360340e+01,1.72940425412532e+02
5.91970411644764e+02,-4.89687352814229e+01,1.72937292373963e+02
5.92106733563337e+02,-4.89730062696408e+01,1.72934159350753e+02
5.92243086874806e+02,-4.89772773007253e+01,1.72931026342872e+02
5.92379471586400e+02,-4.89815483747142e+01,1.72927893350290e+02
5.92515887705351e+02,-4.89858194916452e+01,1.72924760372977e+02
5.92652335238890e+02,-4.89900906515561e+01,1.72921627410903e+02
5.92788814194252e+02,-4.89943618544846e+01,1.72918494464038e+02
5.92925324578673e+02,-4.89986331004684e+01,1.72915361532353e+02
5.93061866399391e+02,-4.90029043895453e+01,1.72912228615819e+02
5.93198439663646e+02,-4.90071757217528e+01,1.72909095714405e+02
5.93335044378677e+02,-4.90114470971289e+01,1.72905962828084e+02
5.93471680551727e+02,-4.90157185157111e+01,1.72902829956826e+02
5.93608348190042e+02,-4.90199899775371e+01,1.72899697100602e+02
5.93745047300867e+02,-4.90242614826448e+01,1.72896564259382e+02
5.93881777891449e+02,-4.90285330310717e+01,1.72893431433140e+02
5.94018539969038e+02,-4.90328046228555e+01,1.72890298621845e+02
5.94155333540885e+02,-4.90370762580341e+01,1.72887165825469e+02
5.94292158614243e+02,-4.90413479366449e+01,1.72884033043985e+02
5.94429015196365e+02,-4.90456196587258e+01,1.72880900277364e+02
5.94565903294508e+02,-4.90498914243143e+01,1.72877767525578e+02
5.94702822915930e+02,-4.90541632334483e+01,1.72874634788598e+02
5.94839774067890e+02,-4.90584350861652e+01,1.72871502066398e+02
5.94976756757648e+02,-4.90627069825029e+01,1.72868369358949e+02
5.95113770992469e+02,-4.90669789224990e+01,1.72865236666223e+02
5.95250816779615e+02,-4.90712509061911e+01,1.72862103988195e+02
5.95387894126353e+02,-4.90755229336168e+01,1.72858971324835e+02
5.95525003039950e+02,-4.90797950048139e+01,1.72855838676117e+02
5.95662143527677e+02,-4.90840671198200e+01,1.72852706042013e+02
5.95799315596804e+02,-4.90883392786727e+01,1.72849573422497e+02
5.95936519254603e+02,-4.90926114814097e+01,1.72846440817543e+02
5.96073754508350e+02,-4.90968837280686e+01,1.72843308227122e+02
5.96211021365320e+02,-4.91011560186870e+01,1.72840175651209e+02
5.96348319832791e+02,-4.91054283533026e+01,1.72837043089777e+02
5.96485649918043e+02,-4.91097007319529e+01,1.72833910542799e+02
5.96623011628356e+02,-4.91139731546757e+01,1.72830778010250e+02
5.96760404971013e+02,-4.91182456215085e+01,1.72827645492104e+02
5.96897829953299e+02,-4.91225181324890e+01,1.72824512988333e+02
5.97035286582500e+02,-4.91267906876547e+01,1.72821380498914e+02
5.97172774865904e+02,-4.91310632870432e+01,1.72818248023819e+02
5.97310294810800e+02,-4.91353359306922e+01,1.72815115563023e+02
5.97447846424479e+02,-4.91396086186393e+01,1.72811983116501e+02
5.97585429714235e+02,-4.91438813509220e+01,1.72808850684227e+02
5.97723044687361e+02,-4.91481541275780e+01,1.72805718266176e+02
5.97860691351154e+02,-4.91524269486447e+01,1.72802585862323e+02
5.97998369712912e+02,-4.91566998141599e+01,1.72799453472643e+02
5.98136079779935e+02,-4.91609727241611e+01,1.72796321097110e+02
5.98273821559523e+02,-4.91652456786858e+01,1.72793188735701e+02
5.98411595058979e+02,-4.91695186777717e+01,1.72790056388391e+02
5.98549400285609e+02,-4.91737917214563e+01,1.72786924055155e+02
5.98687237246718e+02,-4.91780648097771e+01,1.72783791735968e+02
5.98825105949615e+02,-4.91823379427718e+01,1.72780659430807e+02
5.98963006401609e+02,-4.91866111204778e+01,1.72777527139647e+02
5.99100938610012e+02,-4.91908843429328e+01,1.72774394862464e+02
5.99238902582136e+02,-4.91951576101742e+01,1.72771262599235e+02
5.99376898325296e+02,-4.91994309222397e+01,1.72768130349935e+02
5.99514925846808e+02,-4.92037042791667e+01,1.72764998114541e+02
5.99652985153992e+02,-4.92079776809928e+01,1.72761865893029e+02
5.99791076254165e+02,-4.92122511277556e+01,1.72758733685377e+02
5.99929199154651e+02,-4.92165246194925e+01,1.72755601491560e+02
6.00067353862772e+02,-4.92207981562411e+01,1.72752469311555e+02
6.00205540385852e+02,-4.92250717380389e+01,1.72749337145340e+02
6.00343758731219e+02,-4.92293453649235e+01,1.72746204992892e+02
6.00482008906200e+02,-4.92336190369322e+01,1.72743072854187e+02
6.00620290918126e+02,-4.92378927541027e+01,1.72739940729204e+02
6.00758604774328e+02,-4.92421665164725e+01,1.72736808617919e+02
6.00896950482139e+02,-4.92464403240790e+01,1.72733676520310e+02
6.01035328048894e+02,-4.92507141769598e+01,1.72730544436355e+02
6.01173737481930e+02,-4.92549880751523e+01,1.72727412366031e+02
6.01312178788586e+02,-4.92592620186940e+01,1.72724280309318e+02
6.01450651976200e+02,-4.92635360076225e+01,1.72721148266191e+02
6.01589157052115e+02,-4.92678100419751e+01,1.72718016236631e+02
6.01727694023675e+02,-4.92720841217894e+01,1.72714884220615e+02
6.01866262898224e+02,-4.92763582471029e+01,1.72711752218121e+02
6.02004863683109e+02,-4.92806324179530e+01,1.72708620229129e+02
6.02143496385679e+02,-4.92849066343772e+01,1.72705488253616e+02
6.02282161013284e+02,-4.92891808964129e+01,1.72702356291562e+02
6.02420857573275e+02,-4.92934552040976e+01,1.72699224342945e+02
6.02559586073006e+02,-4.92977295574688e+01,1.72696092407745e+02
6.02698346519833e+02,-4.93020039565639e+01,1.72692960485941e+02
6.02837138921112e+02,-4.93062784014204e+01,1.72689828577512e+02
6.02975963284203e+02,-4.93105528920757e+01,1.72686696682437e+02
6.03114819616464e+02,-4.93148274285672e+01,1.72683564800696e+02
6.03253707925259e+02,-4.93191020109323e+01,1.72680432932269e+02
6.03392628217951e+02,-4.93233766392086e+01,1.72677301077136e+02
6.03531580501906e+02,-4.93276513134334e+01,1.72674169235276e+02
6.03670564784490e+02,-4.93319260336442e+01,1.72671037406669e+02
6.03809581073073e+02,-4.93362007998783e+01,1.72667905591296e+02
6.03948629375025e+02,-4.93404756121733e+01,1.72664773789137e+02
6.04087709697717e+02,-4.93447504705664e+01,1.72661642000172e+02
6.04226822048525e+02,-4.93490253750951e+01,1.72658510224382e+02
6.04365966434823e+02,-4.93533003257968e+01,1.72655378461747e+02
6.04505142863989e+02,-4.93575753227090e+01,1.72652246712248e+02
6.04644351343402e+02,-4.93618503658689e+01,1.72649114975867e+02
6.04783591880443e+02,-4.93661254553140e+01,1.72645983252583e+02
6.04922864482494e+02,-4.93704005910818e+01,1.72642851542379e+02
6.05062169156938e+02,-4.93746757732094e+01,1.72639719845236e+02
6.05201505911163e+02,-4.93789510017344e+01,1.72636588161134e+02
6.05340874752555e+02,-4.93832262766942e+01,1.72633456490056e+02
6.05480275688503e+02,-4.93875015981260e+01,1.72630324831983e+02
6.05619708726399e+02,-4.93917769660673e+01,1.72627193186897e+02
6.05759173873635e+02,-4.93960523805554e+01,1.72624061554779e+02
6.05898671137605e+02,-4.94003278416276e+01,1.72620929935612e+02
6.06038200525706e+02,-4.94046033493214e+01,1.72617798329378e+02
6.06177762045334e+02,-4.94088789036741e+01,1.72614666736059e+02
6.06317355703890e+02,-4.94131545047230e+01,1.72611535155637e+02
6.06456981508775e+02,-4.94174301525055e+01,1.72608403588096e+02
6.06596639467391e+02,-4.94217058470589e+01,1.72605272033417e+02
6.06736329587143e+02,-4.94259815884206e+01,1.72602140491583e+02
6.06876051875437e+02,-4.94302573766278e+01,1.72599008962578e+02
6.07015806339681e+02,-4.94345332117179e+01,1.72595877446383e+02
6.07155592987285e+02,-4.94388090937283e+01,1.72592745942983e+02
6.07295411825660e+02,-4.94430850226962e+01,1.72589614452361e+02
6.07435262862219e+02,-4.94473609986590e+01,1.72586482974499e+02
6.07575146104376e+02,-4.94516370216539e+01,1.72583351509381e+02
6.07715061559550e+02,-4.94559130917184e+01,1.72580220056992e+02
6.07855009235156e+02,-4.94601892088896e+01,1.72577088617314e+02
6.07994989138616e+02,-4.94644653732049e+01,1.72573957190332e+02
6.08135001277352e+02,-4.94687415847016e+01,1.72570825776030e+02
6.08275045658785e+02,-4.94730178434169e+01,1.72567694374391e+02
6.08415122290342e+02,-4.94772941493882e+01,1.72564562985400e+02
6.08555231179448e+02,-4.94815705026527e+01,1.72561431609041e+02
6.08695372333533e+02,-4.94858469032478e+01,1.72558300245298e+02
6.08835545760027e+02,-4.94901233512106e+01,1.72555168894157e+02
6.08975751466361e+02,-4.94943998465785e+01,1.72552037555602e+02
6.09115989459969e+02,-4.94986763893887e+01,1.72548906229618e+02
6.09256259748287e+02,-4.95029529796786e+01,1.72545774916189e+02
6.09396562338750e+02,-4.95072296174852e+01,1.72542643615301e+02
6.09536897238799e+02,-4.95115063028460e+01,1.72539512326940e+02
6.09677264455873e+02,-4.95157830357981e+01,1.72536381051090e+02
6.09817663997415e+02,-4.95200598163789e+01,1.72533249787736e+02
6.09958095870868e+02,-4.95243366446254e+01,1.72530118536865e+02
6.10098560083677e+02,-4.95286135205751e+01,1.72526987298462e+02
6.10239056643291e+02,-4.95328904442650e+01,1.72523856072513e+02
6.10379585557159e+02,-4.95371674157325e+01,1.72520724859004e+02
6.10520146832730e+02,-4.95414444350148e+01,1.72517593657921e+02
6.10660740477457e+02,-4.95457215021491e+01,1.72514462469250e+02
6.10801366498794e+02,-4.95499986171725e+01,1.72511331292977e+02
6.10942024904198e+02,-4.95542757801224e+01,1.72508200129090e+02
6.11082715701126e+02,-4.95585529910359e+01,1.72505068977573e+02
6.11223438897037e+02,-4.95628302499503e+01,1.72501937838415e+02
6.11364194499392e+02,-4.95671075569027e+01,1.72498806711602e+02
6.11504982515654e+02,-4.95713849119303e+01,1.72495675597121e+02
6.11645802953287e+02,-4.95756623150703e+01,1.72492544494959e+02
6.11786655819757e+02,-4.95799397663600e+01,1.72489413405103e+02
6.11927541122533e+02,-4.95842172658364e+01,1.72486282327541e+02
6.12068458869083e+02,-4.95884948135369e+01,1.72483151262259e+02
6.12209409066880e+02,-4.95927724094985e+01,1.72480020209246e+02
6.12350391723396e+02,-4.95970500537584e+01,1.72476889168489e+02
6.12491406846106e+02,-4.96013277463538e+01,1.72473758139975e+02
6.12632454442487e+02,-4.96056054873219e+01,1.72470627123694e+02
6.12773534520016e+02,-4.96098832766998e+01,1.72467496119633e+02
6.12914647086173e+02,-4.96141611145246e+01,1.72464365127779e+02
6.13055792148441e+02,-4.96184390008336e+01,1.72461234148122e+02
6.13196969714303e+02,-4.96227169356639e+01,1.72458103180650e+02
6.13338179791243e+02,-4.96269949190526e+01,1.72454972225351e+02
6.13479422386749e+02,-4.96312729510369e+01,1.72451841282214e+02
6.13620697508309e+02,-4.96355510316538e+01,1.72448710351227e+02
6.13762005163413e+02,-4.96398291609406e+01,1.72445579432381e+02
6.13903345359554e+02,-4.96441073389343e+01,1.72442448525663e+02
6.14044718104224e+02,-4.96483855656721e+01,1.72439317631062e+02
6.14186123404920e+02,-4.96526638411910e+01,1.72436186748569e+02
6.14327561269139e+02,-4.96569421655283e+01,1.72433055878173e+02
6.14469031704379e+02,-4.96612205387210e+01,1.72429925019863e+02
6.14610534718141e+02,-4.96654989608062e+01,1.72426794173628e+02
6.14752070317927e+02,-4.96697774318211e+01,1.72423663339459e+02
6.14893638511243e+02,-4.96740559518026e+01,1.72420532517345e+02
6.15035239305592e+02,-4.96783345207880e+01,1.72417401707276e+02
6.15176872708484e+02,-4.96826131388142e+01,1.72414270909243e+02
6.15318538727426e+02,-4.96868918059185e+01,1.72411140123236e+02
6.15460237369931e+02,-4.96911705221378e+01,1.72408009349246e+02
6.15601968643510e+02,-4.96954492875093e+01,1.72404878587261e+02
6.15743732555679e+02,-4.96997281020699e+01,1.72401747837275e+02
6.15885529113953e+02,-4.97040069658569e+01,1.72398617099276e+02
6.16027358325851e+02,-4.97082858789072e+01,1.72395486373256e+02
6.16169220198891e+02,-4.97125648412579e+01,1.72392355659207e+02
6.16311114740597e+02,-4.97168438529461e+01,1.72389224957119e+02
6.16453041958489e+02,-4.97211229140088e+01,1.72386094266983e+02
6.16595001860094e+02,-4.97254020244830e+01,1.72382963588790e+02
6.16736994452938e+02,-4.97296811844058e+01,1.72379832922534e+02
6.16879019744549e+02,-4.97339603938143e+01,1.72376702268204e+02
6.17021077742457e+02,-4.97382396527455e+01,1.72373571625792e+02
6.17163168454194e+02,-4.97425189612364e+01,1.72370440995292e+02
6.17305291887294e+02,-4.97467983193240e+01,1.72367310376694e+02
6.17447448049291e+02,-4.97510777270453e+01,1.72364179769990e+02
6.17589636947723e+02,-4.97553571844374e+01,1.72361049175174e+02
6.17731858590129e+02,-4.97596366915373e+01,1.72357918592237e+02
6.17874112984048e+02,-4.97639162483820e+01,1.72354788021172e+02
6.18016400137024e+02,-4.97681958550085e+01,1.72351657461971e+02
6.18158720056600e+02,-4.97724755114538e+01,1.72348526914627e+02
6.18301072750321e+02,-4.97767552177549e+01,1.72345396379133e+02
6.18443458225735e+02,-4.97810349739488e+01,1.72342265855483e+02
6.18585876490391e+02,-4.97853147800724e+01,1.72339135343668e+02
6.18728327551841e+02,-4.97895946361628e+01,1.72336004843683e+02
6.18870811417636e+02,-4.97938745422569e+01,1.72332874355520e+02
6.19013328095331e+02,-4.97981544983917e+01,1.72329743879174e+02
6.19155877592482e+02,-4.98024345046042e+01,1.72326613414638e+02
6.19298459916647e+02,-4.98067145609314e+01,1.72323482961905e+02
6.19441075075386e+02,-4.98109946674101e+01,1.72320352520970e+02
6.19583723076259e+02,-4.98152748240775e+01,1.72317222091826e+02
6.19726403926830e+02,-4.98195550309703e+01,1.72314091674467e+02
6.19869117634664e+02,-4.98238352881256e+01,1.72310961268888e+02
6.20011864207327e+02,-4.98281155955803e+01,1.72307830875084e+02
6.20154643652388e+02,-4.98323959533714e+01,1.72304700493048e+02
6.20297455977416e+02,-4.98366763615358e+01,1.72301570122775e+02
6.20440301189983e+02,-4.98409568201104e+01,1.72298439764260e+02
6.20583179297663e+02,-4.98452373291321e+01,1.72295309417497e+02
6.20726090308031e+02,-4.98495178886379e+01,1.72292179082482e+02
6.20869034228664e+02,-4.98537984986647e+01,1.72289048759210e+02
6.21012011067141e+02,-4.98580791592494e+01,1.72285918447677e+02
6.21155020831042e+02,-4.98623598704289e+01,1.72282788147876e+02
6.21298063527949e+02,-4.98666406322401e+01,1.72279657859804e+02
6.21441139165447e+02,-4.98709214447199e+01,1.72276527583457e+02
6.21584247751121e+02,-4.98752023079053e+01,1.72273397318830e+02
6.21727389292559e+02,-4.98794832218331e+01,1.72270267065918e+02
6.21870563797350e+02,-4.98837641865401e+01,1.72267136824719e+02
6.22013771273084e+02,-4.98880452020634e+01,1.72264006595227e+02
6.22157011727355e+02,-4.98923262684397e+01,1.72260876377440e+02
6.22300285167757e+02,-4.98966073857059e+01,1.72257746171354e+02
6.22443591601886e+02,-4.99008885538990e+01,1.72254615976964e+02
6.22586931037340e+02,-4.99051697730557e+01,1.72251485794268e+02
6.22730303481719e+02,-4.99094510432130e+01,1.72248355623262e+02
6.22873708942624e+02,-4.99137323644077e+01,1.72245225463943e+02
6.23017147427659e+02,-4.99180137366766e+01,1.72242095316309e+02
6.23160618944429e+02,-4.99222951600566e+01,1.72238965180355e+02
6.23304123500540e+02,-4.99265766345846e+01,1.72235835056080e+02
6.23447661103600e+02,-4.99308581602973e+01,1.72232704943481e+02
6.23591231761220e+02,-4.99351397372317e+01,1.72229574842554e+02
6.23734835481013e+02,-4.99394213654246e+01,1.72226444753299e+02
6.23878472270590e+02,-4.99437030449127e+01,1.72223314675711e+02
6.24022142137569e+02,-4.99479847757329e+01,1.72220184609790e+02
6.24165845089566e+02,-4.99522665579220e+01,1.72217054555533e+02
6.24309581134201e+02,-4.99565483915168e+01,1.72213924512938e+02
6.24453350279093e+02,-4.99608302765543e+01,1.72210794482004e+02
6.24597152531867e+02,-4.99651122130710e+01,1.72207664462729e+02
6.24740987900144e+02,-4.99693942011039e+01,1.72204534455110e+02
6.24884856391553e+02,-4.99736762406898e+01,1.72201404459147e+02
6.25028758013720e+02,-4.99779583318654e+01,1.72198274474839e+02
6.25172692774275e+02,-4.99822404746675e+01,1.72195144502184e+02
6.25316660680850e+02,-4.99865226691330e+01,1.72192014541181e+02
6.25460661741077e+02,-4.99908049152985e+01,1.72188884591829e+02
6.25604695962591e+02,-4.99950872132009e+01,1.72185754654128e+02
6.25748763353028e+02,-4.99993695628769e+01,1.72182624728077e+02
6.25892863920028e+02,-5.00036519643633e+01,1.72179494813674e+02
6.26036997671230e+02,-5.00079344176969e+01,1.72176364910920e+02
6.26181164614276e+02,-5.00122169229144e+01,1.72173235019815e+02
6.26325364756809e+02,-5.00164994800526e+01,1.72170105140358e+02
6.26469598106475e+02,-5.00207820891482e+01,1.72166975272549e+02
6.26613864670921e+02,-5.00250647502380e+01,1.72163845416388e+02
6.26758164457796e+02,-5.00293474633586e+01,1.72160715571876e+02
6.26902497474750e+02,-5.00336302285469e+01,1.72157585739012e+02
6.27046863729436e+02,-5.00379130458396e+01,1.72154455917798e+02
6.27191263229508e+02,-5.00421959152733e+01,1.72151326108233e+02
6.27335695982622e+02,-5.00464788368849e+01,1.72148196310318e+02
6.27480161996435e+02,-5.00507618107110e+01,1.72145066524054e+02
6.27624661278608e+02,-5.00550448367883e+01,1.72141936749443e+02
6.27769193836800e+02,-5.00593279151536e+01,1.72138806986484e+02
6.27913759678676e+02,-5.00636110458435e+01,1.72135677235180e+02
6.28058358811900e+02,-5.00678942288947e+01,1.72132547495531e+02
6.28202991244138e+02,-5.00721774643441e+01,1.72129417767539e+02
6.28347656983059e+02,-5.00764607522281e+01,1.72126288051206e+02
6.28492356036332e+02,-5.00807440925836e+01,1.72123158346533e+02
6.28637088411630e+02,-5.00850274854471e+01,1.72120028653522e+02
6.28781854116626e+02,-5.00893109308554e+01,1.72116898972175e+02
6.28926653158996e+02,-5.00935944288452e+01,1.72113769302494e+02
6.29071485546415e+02,-5.00978779794531e+01,1.72110639644481e+02
6.29216351286565e+02,-5.01021615827158e+01,1.72107509998138e+02
6.29361250387124e+02,-5.01064452386699e+01,1.72104380363468e+02
6.29506182855776e+02,-5.01107289473520e+01,1.72101250740473e+02
6.29651148700204e+02,-5.01150127087990e+01,1.72098121129157e+02
6.29796147928094e+02,-5.01192965230473e+01,1.72094991529521e+02
6.29941180547135e+02,-5.01235803901336e+01,1.72091861941569e+02
6.30086246565016e+02,-5.01278643100945e+01,1.72088732365303e+02
6.30231345989427e+02,-5.01321482829668e+01,1.72085602800728e+02
6.30376478828063e+02,-5.01364323087870e+01,1.72082473247845e+02
6.30521645088617e+02,-5.01407163875917e+01,1.72079343706660e+02
6.30666844778787e+02,-5.01450005194176e+01,1.72076214177174e+02
6.30812077906270e+02,-5.01492847043012e+01,1.72073084659392e+02
6.30957344478767e+02,-5.01535689422792e+01,1.72069955153318e+02
6.31102644503980e+02,-5.01578532333881e+01,1.72066825658955e+02
6.31247977989612e+02,-5.01621375776647e+01,1.72063696176307e+02
6.31393344943369e+02,-5.01664219751454e+01,1.72060566705380e+02
6.31538745372958e+02,-5.01707064258668e+01,1.72057437246176e+02
6.31684179286088e+02,-5.01749909298656e+01,1.72054307798700e+02
6.31829646690469e+02,-5.01792754871784e+01,1.72051178362958e+02
6.31975147593815e+02,-5.01835600978416e+01,1.72048048938952e+02
6.32120682003839e+02,-5.01878447618919e+01,1.72044919526690e+02
6.32266249928258e+02,-5.01921294793659e+01,1.72041790126174e+02
6.32411851374790e+02,-5.01964142503000e+01,1.72038660737410e+02
6.32557486351153e+02,-5.02006990747309e+01,1.72035531360404e+02
6.32703154865070e+02,-5.02049839526951e+01,1.72032401995161e+02
6.32848856924264e+02,-5.02092688842292e+01,1.72029272641685e+02
6.32994592536460e+02,-5.02135538693696e+01,1.72026143299983e+02
6.33140361709384e+02,-5.02178389081531e+01,1.72023013970060e+02
6.33286164450765e+02,-5.02221240006160e+01,1.72019884651923e+02
6.33432000768334e+02,-5.02264091467949e+01,1.72016755345576e+02
6.33577870669822e+02,-5.02306943467263e+01,1.72013626051026e+02
6.33723774162963e+02,-5.02349796004468e+01,1.72010496768279e+02
6.33869711255493e+02,-5.02392649079928e+01,1.72007367497341e+02
6.34015681955150e+02,-5.02435502694010e+01,1.72004238238219e+02
6.34161686269672e+02,-5.02478356847077e+01,1.72001108990919e+02
6.34307724206801e+02,-5.02521211539495e+01,1.71997979755448e+02
6.34453795774279e+02,-5.02564066771629e+01,1.71994850531813e+02
6.34599900979851e+02,-5.02606922543844e+01,1.71991721320020e+02
6.34746039831264e+02,-5.02649778856504e+01,1.71988592120077e+02
6.34892212336265e+02,-5.02692635709975e+01,1.71985462931990e+02
6.35038418502604e+02,-5.02735493104621e+01,1.71982333755767e+02
6.35184658338033e+02,-5.02778351040808e+01,1.71979204591416e+02
6.35330931850306e+02,-5.02821209518899e+01,1.71976075438943e+02
6.35477239047178e+02,-5.02864068539259e+01,1.71972946298357e+02
6.35623579936405e+02,-5.02906928102253e+01,1.71969817169665e+02
6.35769954525748e+02,-5.02949788208246e+01,1.71966688052876e+02
6.35916362822965e+02,-5.02992648857602e+01,1.71963558947996e+02
6.36062804835821e+02,-5.03035510050686e+01,1.71960429855035e+02
6.36209280572078e+02,-5.03078371787861e+01,1.71957300774000e+02
6.36355790039504e+02,-5.03121234069493e+01,1.71954171704901e+02
6.36502333245865e+02,-5.03164096895945e+01,1.71951042647744e+02
6.36648910198931e+02,-5.03206960267582e+01,1.71947913602540e+02
6.36795520906475e+02,-5.03249824184768e+01,1.71944784569297e+02
6.36942165376268e+02,-5.03292688647868e+01,1.71941655548023e+02
6.37088843616085e+02,-5.03335553657245e+01,1.71938526538728e+02
6.37235555633705e+02,-5.03378419213263e+01,1.71935397541421e+02
6.37382301436904e+02,-5.03421285316287e+01,1.71932268556111e+02
6.37529081033464e+02,-5.03464151966680e+01,1.71929139582808e+02
6.37675894431166e+02,-5.03507019164807e+01,1.71926010621521e+02
6.37822741637794e+02,-5.03549886911032e+01,1.71922881672259e+02
6.37969622661135e+02,-5.03592755205717e+01,1.71919752735033e+02
6.38116537508975e+02,-5.03635624049228e+01,1.71916623809852e+02
6.38263486189103e+02,-5.03678493441927e+01,1.71913494896726e+02
6.38410468709312e+02,-5.03721363384179e+01,1.71910365995666e+02
6.38557485077393e+02,-5.03764233876346e+01,1.71907237106682e+02
6.38704535301142e+02,-5.03807104918794e+01,1.71904108229783e+02
6.38851619388355e+02,-5.03849976511885e+01,1.71900979364982e+02
6.38998737346830e+02,-5.03892848655982e+01,1.71897850512287e+02
6.39145889184367e+02,-5.03935721351450e+01,1.71894721671711e+02
6.39293074908767e+02,-5.03978594598652e+01,1.71891592843263e+02
6.39440294527836e+02,-5.04021468397951e+01,1.71888464026955e+02
6.39587548049377e+02,-5.04064342749710e+01,1.71885335222798e+02
6.39734835481199e+02,-5.04107217654292e+01,1.71882206430804e+02
6.39882156831110e+02,-5.04150093112062e+01,1.71879077650983e+02
6.40029512106921e+02,-5.04192969123381e+01,1.71875948883347e+02
6.40176901316445e+02,-5.04235845688614e+01,1.71872820127908e+02
6.40324324467496e+02,-5.04278722808123e+01,1.71869691384678e+02
6.40471781567891e+02,-5.04321600482272e+01,1.71866562653668e+02
6.40619272625447e+02,-5.04364478711422e+01,1.71863433934890e+02
6.40766797647984e+02,-5.04407357495938e+01,1.71860305228357e+02
6.40914356643324e+02,-5.04450236836182e+01,1.71857176534081e+02
6.41061949619291e+02,-5.04493116732517e+01,1.71854047852074e+02
6.41209576583709e+02,-5.04535997185306e+01,1.71850919182348e+02
6.41357237544405e+02,-5.04578878194911e+01,1.71847790524917e+02
6.41504932509209e+02,-5.04621759761696e+01,1.71844661879793e+02
6.41652661485951e+02,-5.04664641886022e+01,1.71841533246989e+02
6.41800424482464e+02,-5.04707524568253e+01,1.71838404626518e+02
6.41948221506581e+02,-5.04750407808751e+01,1.71835276018393e+02
6.42096052566139e+02,-5.04793291607878e+01,1.71832147422627e+02
6.42243917668975e+02,-5.04836175965997e+01,1.71829018839234e+02
6.42391816822930e+02,-5.04879060883471e+01,1.71825890268228e+02
6.42539750035845e+02,-5.04921946360661e+01,1.71822761709621e+02
6.42687717315563e+02,-5.04964832397931e+01,1.71819633163427e+02
6.42835718669928e+02,-5.05007718995641e+01,1.71816504629662e+02
6.42983754106789e+02,-5.05050606154155e+01,1.71813376108337e+02
6.43131823633994e+02,-5.05093493873835e+01,1.71810247599468e+02
6.43279927259392e+02,-5.05136382155043e+01,1.71807119103070e+02
6.43428064990837e+02,-5.05179270998140e+01,1.71803990619155e+02
6.43576236836183e+02,-5.05222160403490e+01,1.71800862147739e+02
6.43724442803285e+02,-5.05265050371453e+01,1.71797733688837e+02
6.43872682900001e+02,-5.05307940902392e+01,1.71794605242462e+02
6.44020957134191e+02,-5.05350831996668e+01,1.71791476808631e+02
6.44169265513716e+02,-5.05393723654644e+01,1.71788348387357e+02
6.44317608046440e+02,-5.05436615876681e+01,1.71785219978657e+02
6.44465984740226e+02,-5.05479508663141e+01,1.71782091582545e+02
6.44614395602943e+02,-5.05522402014386e+01,1.71778963199037e+02
6.44762840642458e+02,-5.05565295930777e+01,1.71775834828149e+02
6.44911319866643e+02,-5.05608190412675e+01,1.71772706469895e+02
6.45059833283368e+02,-5.05651085460443e+01,1.71769578124291e+02
6.45208380900509e+02,-5.05693981074442e+01,1.71766449791355e+02
6.45356962725941e+02,-5.05736877255033e+01,1.71763321471101e+02
6.45505578767542e+02,-5.05779774002578e+01,1.71760193163545e+02
6.45654229033191e+02,-5.05822671317437e+01,1.71757064868704e+02
6.45802913530769e+02,-5.05865569199973e+01,1.71753936586595e+02
6.45951632268160e+02,-5.05908467650546e+01,1.71750808317234e+02
6.46100385253249e+02,-5.05951366669517e+01,1.71747680060637e+02
6.46249172493921e+02,-5.05994266257249e+01,1.71744551816821e+02
6.46397993998067e+02,-5.06037166414101e+01,1.71741423585803e+02
6.46546849773576e+02,-5.06080067140435e+01,1.71738295367601e+02
6.46695739828340e+02,-5.06122968436612e+01,1.71735167162230e+02
6.46844664170254e+02,-5.06165870302992e+01,1.71732038969709e+02
6.46993622807213e+02,-5.06208772739938e+01,1.71728910790055e+02
6.47142615747114e+02,-5.06251675747808e+01,1.71725782623285e+02
6.47291642997858e+02,-5.06294579326965e+01,1.71722654469417e+02
6.47440704567346e+02,-5.06337483477769e+01,1.71719526328469e+02
6.47589800463479e+02,-5.06380388200580e+01,1.71716398200459e+02
6.47738930694165e+02,-5.06423293495760e+01,1.71713270085404e+02
6.47888095267309e+02,-5.06466199363668e+01,1.71710141983323e+02
6.48037294190820e+02,-5.06509105804666e+01,1.71707013894234e+02
6.48186527472608e+02,-5.06552012819114e+01,1.71703885818155e+02
6.48335795120585e+02,-5.06594920407372e+01,1.71700757755106e+02
6.48485097142666e+02,-5.06637828569800e+01,1.71697629705103e+02
6.48634433546766e+02,-5.06680737306760e+01,1.71694501668167e+02
